date,Firm,Sample,Turnout,People%27s_Party_(Spain),Spanish_Socialist_Workers%27_Party,Popular_Unity_(Spain),"Union,_Progress_and_Democracy",Convergence_and_Union,EH_Bildu,Basque_Nationalist_Party,Republican_Left_of_Catalonia%E2%80%93Catalonia_Yes,Galician_Nationalist_Bloc,Canarian_Coalition,Coalici%C3%B3_Comprom%C3%ADs,Citizens_(Spanish_political_party),Podemos_(Spanish_political_party),Democratic_Convergence_of_Catalonia,Democracy_and_Freedom,"Plural_Left_(Spain,_2011)",Lead,Amaiur
2015-12-20,2015 general election,NA,69.7,28.7,22,3.7,0.6,NA,0.9,1.2,2.4,0.3,0.3,NA,13.9,20.7,2.2,6.7,NA,NA,NA
2015-12-20,TNS Demoscopia/RTVE–FORTA[1][2],177100,NA,26.8,20.5,4.1,1.1,NA,1,1.1,2.5,0.3,0.3,NA,15.2,21.7,1.7,5.1,NA,NA,NA
2015-12-19,Redondo & Asociados[3],1790,NA,29.3,20.7,3.3,0.3,NA,1.2,1.4,1.7,0.3,0.4,NA,16.6,19.5,1.8,8.6,NA,NA,NA
2015-12-19,GESOP/El Periòdic[4],950,75,26.6,20.1,4,NA,NA,NA,NA,NA,NA,NA,NA,15.3,21.5,NA,5.1,NA,NA,NA
2015-12-18,GESOP/El Periòdic[5],800,75,26.6,20.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,15.5,20.1,NA,5.8,NA,NA,NA
2015-12-18,GAD3/Antena 3[6],7000,74,28.1,20.4,4.3,NA,NA,0.9,1.3,2.7,NA,0.3,NA,14.9,21.1,1.8,7,NA,NA,NA
2015-12-17,GESOP/El Periòdic[7],750,74,25.8,21.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,16,20.4,NA,4.4,NA,NA,NA
2015-12-16,GESOP/El Periòdic[8],700,74,26.2,21,3.7,NA,NA,NA,NA,NA,NA,NA,NA,15.9,20.4,NA,5.2,NA,NA,NA
2015-12-15,GESOP/El Periòdic[9],650,NA,25.4,20.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,16.3,19.6,NA,4.8,NA,NA,NA
2015-12-14,GESOP/El Periòdic[10],700,NA,25.4,20.9,4.8,NA,NA,NA,NA,NA,NA,NA,NA,17.2,19,NA,4.5,NA,NA,NA
2015-12-14,GAD3/Antena 3[11],3200,NA,28.6,21,3.9,NA,NA,1.1,1.3,2.3,NA,0.4,NA,17.6,17.9,2.4,7.6,NA,NA,NA
2015-12-14,Encuestamos[12],2000,NA,26.9,22.9,4,NA,NA,1.1,1.4,2.2,NA,NA,NA,17,18.6,1.9,4,NA,NA,NA
2015-12-14,GIPEyOP[13],14005,NA,24.5,21.3,3.8,0.9,NA,1.2,1.2,3.2,0.5,0.5,NA,16.5,19.9,2.7,3.2,NA,NA,NA
2015-12-13,JM&A/Público[14],NA,74.6,27.7,18.6,3.1,0.3,NA,1,1.3,2.1,0.5,0.5,NA,20.1,18,2.3,7.6,NA,NA,NA
2015-12-13,TNS Demoscopia/Antena 3[15][16],1017,NA,28.9,18.9,4.8,NA,NA,NA,NA,NA,NA,NA,NA,20,17.3,NA,8.9,NA,NA,NA
2015-12-12,GESOP/El Periódico[17][18],800,NA,25.2,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18.4,NA,4.4,NA,NA,NA
2015-12-12,NC Report/La Razón[19][20],3000,75.8,29.9,22,3.3,0.3,NA,1.1,1,2,0.4,0.3,NA,17.8,16.3,1.9,7.9,NA,NA,NA
2015-12-11,Celeste-Tel/eldiario.es[21][22],1100,72.7,28.1,22.7,3.5,0.4,NA,1.1,1.2,2,0.4,0.3,NA,18.1,17,2,5.4,NA,NA,NA
2015-12-11,InvyMark/laSexta[23][24][25],NA,NA,29,18.9,3.6,0.1,NA,NA,NA,NA,NA,NA,NA,18.9,17.2,NA,10.1,NA,NA,NA
2015-12-11,Demoscopia Servicios/esRadio[26][27],1500,NA,28.8,19.7,2.7,0.2,NA,NA,NA,NA,NA,NA,NA,19.9,17.9,1.2,8.9,NA,NA,NA
2015-12-11,Simple Lógica[28],1005,70.3,27,18.2,5.2,0.6,NA,NA,0.7,NA,NA,NA,NA,20.9,17.2,2,6.1,NA,NA,NA
2015-12-11,Hamalgama Métrica/La Provincia[29],1206,NA,26.5,22.7,3.2,0.5,NA,1.1,1.1,2,NA,0.2,NA,20.3,18.1,1.7,3.8,NA,NA,NA
2015-12-11,GAD3/ABC[30][31],7300,77,28.3,21.2,4.1,0.3,NA,1.1,1.3,2.3,0.3,0.4,NA,18.1,17.6,2.4,7.1,NA,NA,NA
2015-12-10,Metroscopia/El País[32][33][34],2800,79,25.3,21,5,NA,NA,NA,NA,NA,NA,NA,NA,18.2,19.1,NA,4.3,NA,NA,NA
2015-12-10,IBES/Última Hora[35],1800,NA,27.7,20.5,4.3,0.3,NA,1.1,1.1,2.1,0.4,0.3,NA,19.8,16.2,2.1,7.2,NA,NA,NA
2015-12-09,MyWord/Cadena SER[36][37],1500,NA,26.5,21.7,4,1,NA,NA,NA,NA,NA,NA,NA,18.6,17,NA,4.8,NA,NA,NA
2015-12-09,Sigma Dos/El Mundo[38][39],8350,NA,27.2,20.3,3.7,NA,NA,1.1,1.2,2.5,NA,NA,NA,19.6,18.4,2.4,6.9,NA,NA,NA
2015-12-09,Redondo & Asociados[40][41][42],1500,NA,28.3,20.8,3.3,NA,NA,1.2,1.4,1.9,NA,0.4,NA,19.8,16.6,1.8,7.5,NA,NA,NA
2015-12-09,DYM/El Confidencial[43],1012,NA,26.7,17,6.3,NA,NA,NA,NA,NA,NA,NA,NA,23.2,19.1,NA,3.5,NA,NA,NA
2015-12-09,Infortécnica[44][45],2114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-07,Encuestamos[46],1800,NA,26.7,24.9,4.9,NA,NA,1,1.5,2.2,NA,NA,NA,16.2,16.4,1.9,1.8,NA,NA,NA
2015-12-06,JM&A/Público[47],NA,70.1,26.6,18.8,3.1,0.3,NA,1,1.2,2,0.5,0.5,NA,21.2,16.6,2.2,5.4,NA,NA,NA
2015-12-06,TNS Demoscopia/Antena 3[48][49],1035,NA,27.9,20.4,4.3,NA,NA,NA,NA,NA,NA,NA,NA,21.9,15.1,NA,6,NA,NA,NA
2015-12-04,Sondaxe/La Voz de Galicia[50][51],1000,NA,27.8,19.4,3.6,NA,NA,0.7,1.2,2.1,NA,NA,NA,19.9,18.2,3,7.9,NA,NA,NA
2015-12-04,Celeste-Tel/eldiario.es[52],1100,71.7,28.2,23.1,3.8,0.3,NA,1,1.2,1.9,0.4,0.3,NA,18.8,16.2,2,5.1,NA,NA,NA
2015-12-04,InvyMark/laSexta[53][54][55],NA,NA,28.9,19.9,3.5,0.2,NA,NA,NA,NA,NA,NA,NA,18.7,16,NA,9,NA,NA,NA
2015-12-04,A+M/20minutos[56],5000,73.8,28.1,21,3.8,NA,NA,1.4,1.4,1.8,NA,0.1,NA,21,15.1,1.6,7.1,NA,NA,NA
2015-12-04,NC Report/La Razón[57][58],1500,74.6,29.8,22.7,3.7,0.3,NA,1,1.2,2,0.3,0.4,NA,17.8,15.6,2.1,7.1,NA,NA,NA
2015-12-03,Sigma Dos/Mediaset[59][60],1800,NA,27.5,19.4,4,NA,NA,NA,1,2,NA,NA,NA,21.6,17.2,2,5.9,NA,NA,NA
2015-12-03,GAD3/ABC[61][62],5700,76,28.2,21.5,3.7,0.3,NA,1.1,1.5,2.2,0.2,0.4,NA,17.9,16.6,2.5,6.7,NA,NA,NA
2015-12-01,Encuestamos[63],1800,NA,26.5,25.2,5.3,NA,NA,1.1,1.4,2.2,0.6,0.4,NA,15.8,16.3,1.9,1.3,NA,NA,NA
2015-12-01,Redondo & Asociados[64][65],1500,NA,28.1,21.5,3.9,NA,NA,1.1,1.3,2.1,NA,0.5,NA,20.2,15.3,2,6.6,NA,NA,NA
2015-11-29,TNS Demoscopia/Antena 3[66][67],1033,NA,27.1,20,4,0.3,NA,NA,NA,NA,NA,NA,NA,21.6,15.5,NA,5.5,NA,NA,NA
2015-11-28,GESOP/El Periódico[68][69],1816,NA,23.9,21.4,4.9,NA,NA,NA,NA,2.7,NA,NA,NA,21,16,2,2.5,NA,NA,NA
2015-11-27,Celeste-Tel/eldiario.es[70],1100,NA,28.1,23.9,3.6,0.4,NA,1,1.2,1.9,0.5,0.4,NA,18.6,15.3,1.9,4.2,NA,NA,NA
2015-11-27,InvyMark/laSexta[71][72],1200,NA,29.5,20.8,3.4,0.2,NA,NA,NA,NA,NA,NA,NA,18,14.3,NA,8.7,NA,NA,NA
2015-11-27,NC Report/La Razón[73][74],3000,74,29.3,23.1,3.5,0.3,NA,0.9,1.2,2,0.3,0.4,NA,17.4,15.6,2.1,6.2,NA,NA,NA
2015-11-26,Sigma Dos/El Mundo[75][76][77],1500,NA,27.1,20.2,3.8,NA,NA,NA,1.1,2.2,NA,NA,NA,23,16.2,2.2,4.1,NA,NA,NA
2015-11-26,Demoscopia Servicios/esRadio[78][79],1500,NA,28.3,21.2,4.1,0.2,NA,1.1,1.3,2.1,NA,NA,NA,19.9,15.5,2,7.1,NA,NA,NA
2015-11-26,GAD3/ABC[80][81],4300,74.5,28.3,23.1,4,0.3,NA,1.3,1.4,2.5,0.2,0.4,NA,17.4,14.9,2.5,5.2,NA,NA,NA
2015-11-25,Metroscopia/El País[82][83],1200,78,22.7,22.5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,22.6,17.1,NA,0.1,NA,NA,NA
2015-11-24,Encuestamos[84],1800,NA,26.6,25.4,6.2,NA,NA,0.9,1.4,2.1,0.6,0.4,NA,15.1,16,1.9,1.2,NA,NA,NA
2015-11-22,Deimos Estadística[85],NA,NA,25,21.7,5,NA,NA,1.6,1.6,2.7,0.5,0.5,NA,20.2,16.8,2.2,3.3,NA,NA,NA
2015-11-22,TNS Demoscopia/Antena 3[86],1018,NA,27.4,20.6,4.3,0.2,NA,NA,NA,NA,NA,NA,NA,21.3,14.3,NA,6.1,NA,NA,NA
2015-11-20,Celeste-Tel/eldiario.es[87],1100,71.4,27.5,23.9,3.4,0.4,NA,1,1.2,1.8,0.5,0.4,NA,18.9,15.1,2,3.6,NA,NA,NA
2015-11-19,JM&A/Público[88],NA,69.9,27.2,18.7,4.2,0.5,NA,1.2,1.3,2.7,NA,0.5,NA,19.5,15.9,2.2,7.7,NA,NA,NA
2015-11-19,GAD3/ABC[89][90],3000,75,28.5,22.8,4.4,0.2,NA,1.3,1.5,2.6,0.2,0.3,NA,16.4,15.6,2.2,5.7,NA,NA,NA
2015-11-17,Encuestamos[91],1800,NA,26.2,25.7,6.8,NA,NA,1,1.5,1.9,NA,NA,NA,15,15.4,2.1,0.5,NA,NA,NA
2015-11-16,Simple Lógica[92],1746,74.5,26.5,20.4,4.5,0.6,NA,NA,0.9,NA,NA,NA,NA,21.9,16.9,1.6,4.6,NA,NA,NA
2015-11-16,CIS[93][94],17452,NA,28.6,20.8,3.6,0.7,NA,1.2,1.1,1.9,0.3,0.3,NA,19,15.7,2.2,7.8,NA,NA,NA
2015-11-15,TNS Demoscopia/Antena 3[95][96],1018,NA,26.4,20.5,5.1,0.4,NA,NA,NA,NA,NA,NA,NA,20.4,14.2,NA,5.9,NA,NA,NA
2015-11-13,Sigma Dos/Mediaset[97][98],NA,NA,27.3,20.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,21.4,15.7,NA,5.9,NA,NA,NA
2015-11-13,InvyMark/laSexta[71][99],NA,NA,28.5,22.2,3.2,0.2,NA,NA,NA,NA,NA,NA,NA,18.2,14,NA,6.7,NA,NA,NA
2015-11-13,Celeste-Tel/eldiario.es[100],1100,71.2,27.1,23.8,3.5,0.4,NA,1,1.3,1.7,0.5,0.4,NA,19.5,14.6,2.1,3.3,NA,NA,NA
2015-11-12,GAD3/ABC[101][102],3100,75,27.9,22.1,4.9,0.4,NA,1.4,1.6,2.5,0.4,0.4,0.9,17.9,13.7,2.2,5.8,NA,NA,NA
2015-11-09,Sondaxe/La Voz de Galicia[103],1000,NA,29.4,19.3,3.7,0.6,NA,0.6,1.1,1.6,0.3,0.3,NA,20.9,15.2,2.7,8.5,NA,NA,NA
2015-11-08,IBES/Última Hora[104],2508,NA,27.4,20.3,4.4,0.5,NA,1.2,1,3.1,0.4,0.2,0.5,18,15,2.8,7.1,NA,NA,NA
2015-11-08,TNS Demoscopia/Antena 3[105][106],1014,NA,26.3,19.6,4.7,0.6,NA,NA,NA,NA,NA,NA,NA,20.2,15,NA,6.1,NA,NA,NA
2015-11-06,Celeste-Tel/eldiario.es[107][108],1100,71.1,26.4,24,4.2,0.6,NA,1.1,1.3,1.7,0.7,0.4,1.1,21.1,10.8,2.3,2.4,NA,NA,NA
2015-11-06,Demoscopia Servicios/esRadio[109][110],1800,NA,29,22.3,5.3,0.6,NA,NA,NA,NA,NA,NA,NA,18.1,13.4,2.4,6.7,NA,NA,NA
2015-11-04,JM&A/Público[111],NA,68.3,28,18.2,3.7,0.3,NA,1.3,1.3,1.9,NA,0.6,0.9,19.7,14.8,3,8.3,NA,NA,NA
2015-11-04,GAD3/ABC[112][113],3300,75.5,28.1,22.4,4.6,0.2,NA,1.4,1.6,2.5,0.5,0.5,0.9,17.7,13.2,2.4,5.7,NA,NA,NA
2015-11-01,TNS Demoscopia/Antena 3[114][115],1010,NA,26.7,19.3,4.4,0.4,NA,NA,NA,NA,NA,NA,NA,19.8,15.4,NA,6.9,NA,NA,NA
2015-10-29,GAD3/ABC[116][117],2800,75.5,27.8,22.1,4.4,0.2,NA,1.4,1.6,2.6,0.6,0.5,0.9,17.5,13.9,2.6,5.7,NA,NA,NA
2015-10-28,Metroscopia/El País[118][119],1400,77,23.5,21,6.3,NA,NA,NA,NA,NA,NA,NA,NA,22.5,17,NA,1,NA,NA,NA
2015-10-26,MyWord/Cadena SER[120][121],1001,NA,26.3,21.6,3.1,1,NA,NA,NA,NA,NA,NA,NA,18.6,14.9,NA,4.7,NA,NA,NA
2015-10-26,DYM/El Confidencial[122],1002,NA,27,18.2,6.1,NA,NA,NA,NA,NA,NA,NA,NA,20.3,13.8,NA,6.7,NA,NA,NA
2015-10-26,Encuestamos[123],1800,NA,23.5,26.3,7.7,NA,NA,0.9,1.4,2,NA,NA,NA,15.2,15.4,2.3,2.8,NA,NA,NA
2015-10-25,TNS Demoscopia/Antena 3[124][125],1009,NA,26,20.5,4.4,0.5,NA,NA,NA,NA,NA,NA,NA,19.2,14.6,NA,5.5,NA,NA,NA
2015-10-23,InvyMark/laSexta[126][127],NA,NA,28.6,23.9,3,0.1,NA,NA,NA,NA,NA,NA,NA,18.3,13.5,NA,4.7,NA,NA,NA
2015-10-22,JM&A/Público[128],NA,71.1,27.4,22.9,3.7,0.3,NA,1.1,1.2,1.6,NA,0.6,0.7,17.7,14.5,2.9,4.5,NA,NA,NA
2015-10-22,Demoscopia Servicios/13TV[129][130],1500,NA,29.5,24.1,4.5,NA,NA,1,1.3,1.6,NA,NA,NA,16.6,13.7,2.5,5.4,NA,NA,NA
2015-10-19,GAD3/ABC[131][132],2600,75.5,27.7,21.8,4.1,0.3,NA,1.5,1.6,2.5,0.6,0.5,0.9,17.6,14.1,2.7,5.9,NA,NA,NA
2015-10-18,TNS Demoscopia/Antena 3[133][134],1050,NA,26.7,21.3,4.2,0.7,NA,NA,NA,NA,NA,NA,NA,18.1,14.3,NA,5.4,NA,NA,NA
2015-10-17,NC Report/La Razón[135][136],1500,69.8,31.3,24.9,4.1,0.4,NA,1.1,1.3,1.9,0.6,0.4,1.1,15.4,10.3,2.2,6.4,NA,NA,NA
2015-10-15,Sigma Dos/Mediaset[137][138],1800,NA,27.4,23.7,4.1,NA,NA,NA,1.5,2,NA,NA,NA,18.1,16.3,2.2,3.7,NA,NA,NA
2015-10-15,NC Report[139],NA,NA,30.9,24.5,4,NA,NA,NA,NA,NA,NA,NA,NA,14.9,12.4,NA,6.4,NA,NA,NA
2015-10-12,CIS[140][141][142],2493,NA,29.1,25.3,4.7,1.2,NA,1.2,0.7,2.2,0.5,0.6,1.4,14.7,10.8,2.9,3.8,NA,NA,NA
2015-10-11,TNS Demoscopia/Antena 3[143][144],1072,NA,26.9,21,4.3,0.7,NA,NA,NA,NA,NA,NA,NA,17.8,14.2,NA,5.9,NA,NA,NA
2015-10-09,InvyMark/laSexta[145],NA,NA,27.6,24.6,2,0.1,NA,NA,1.4,2.6,NA,NA,NA,17.2,16.1,2.8,3,NA,NA,NA
2015-10-09,Simple Lógica[146],1047,70,28,20.3,6.2,0.7,NA,NA,0.3,NA,NA,NA,NA,22.6,11.9,1.7,5.4,NA,NA,NA
2015-10-08,Metroscopia/El País[147][148],1200,77,23.4,23.5,5.6,NA,NA,NA,NA,NA,NA,NA,NA,21.5,14.1,NA,0.1,NA,NA,NA
2015-10-07,Celeste-Tel/eldiario.es[149][150],1100,70.8,28.9,27.1,4.4,0.5,NA,1,1.3,1.5,0.7,0.4,1,16.2,10.1,2,1.8,NA,NA,NA
2015-10-04,TNS Demoscopia/Antena 3[151],1040,NA,27,21.9,4.5,0.7,NA,NA,NA,NA,NA,NA,NA,16.5,14.8,NA,5.1,NA,NA,NA
2015-10-02,Demoscopia Servicios/esRadio[152][153],1000,NA,30.4,26.5,4.4,0.3,NA,NA,NA,NA,NA,NA,NA,12.3,16.7,2.2,3.9,NA,NA,NA
2015-10-02,NC Report/La Razón[154][155],1500,69.1,33.8,24.8,4.2,0.4,NA,1.2,1.2,2,0.6,0.4,1.2,11.7,11.2,2.5,9,NA,NA,NA
2015-10-02,Intercampo/GETS[156],2321,NA,26.5,30.5,5,0.2,NA,NA,1.7,3,NA,NA,NA,13,17,1.1,4,NA,NA,NA
2015-10-01,JM&A/Público[157],NA,69.8,28.3,22.7,3.7,0.5,NA,0.9,1.2,1.8,NA,0.6,1.1,15.4,15,3.1,5.6,NA,NA,NA
2015-09-27,TNS Demoscopia/Antena 3[158][159],1060,NA,27.9,23,4.2,0.8,NA,NA,NA,NA,NA,NA,NA,14,15.9,NA,4.9,NA,NA,NA
2015-09-24,Podemos[160],1738,NA,28,20,3.5,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,8,NA,NA,NA
2015-09-24,Encuestamos[161],1600,NA,26.2,26.1,6.1,NA,NA,0.8,1.5,2.1,NA,NA,NA,11,17.9,2.5,0.1,NA,NA,NA
2015-09-20,TNS Demoscopia/Antena 3[162],1054,NA,28.6,22.5,4.8,0.7,NA,NA,NA,NA,NA,NA,NA,13.7,16.2,NA,6.1,NA,NA,NA
2015-09-13,TNS Demoscopia/Antena 3[163][164],1040,NA,29,22,4.2,0.8,NA,NA,NA,NA,NA,NA,NA,13.2,16.5,NA,7,NA,NA,NA
2015-09-11,Metroscopia/El País[165][166][167],1800,73,23.4,24.6,5,0.9,NA,NA,NA,NA,NA,NA,NA,16.1,18.6,NA,1.2,NA,NA,NA
2015-09-11,Demoscopia Servicios/esRadio[168][169],1800,NA,31.7,25.6,3.9,0.4,NA,NA,NA,NA,NA,NA,NA,10.5,18.2,2.3,6.1,NA,NA,NA
2015-09-09,Simple Lógica[146][170],NA,NA,28,19.1,5,1.5,NA,NA,1.1,NA,NA,NA,NA,19.6,16.1,2.8,8.4,NA,NA,NA
2015-09-07,Celeste-Tel/eldiario.es[171][172],1100,66.8,32,27.4,4.6,0.6,NA,1.1,1.3,1.6,0.8,0.4,1.1,10,12.2,2.1,4.6,NA,NA,NA
2015-09-06,TNS Demoscopia/Antena 3[173][174],1096,NA,28.6,22.5,3.9,1,NA,NA,NA,NA,NA,NA,NA,12.7,16,NA,6.1,NA,NA,NA
2015-09-05,Sondaxe/La Voz de Galicia[175][176],1000,NA,31.5,22.7,3.7,0.5,NA,0.8,1.1,1.6,0.5,0.3,NA,11.8,16.3,2.4,8.8,NA,NA,NA
2015-08-30,JM&A/Público[177],NA,69.8,29.5,22.4,3.3,0.6,NA,0.9,1.2,1.8,NA,0.6,1.1,12.7,16.7,3.1,7.1,NA,NA,NA
2015-08-30,TNS Demoscopia/Antena 3[178][179],1118,NA,28.5,22.8,4.2,0.9,NA,NA,NA,NA,NA,NA,NA,12.3,16.2,NA,5.7,NA,NA,NA
2015-08-29,NC Report/La Razón[180][181],900,67.3,32.1,24.9,4.4,1,NA,1.1,1.3,1.7,0.6,0.4,1.5,10.4,12.1,2.3,7.2,NA,NA,NA
2015-08-27,MyWord/Cadena SER[182][183],1001,NA,28.3,25.9,2.6,1.5,NA,NA,NA,NA,NA,NA,NA,11.3,15.4,NA,2.4,NA,NA,NA
2015-08-23,TNS Demoscopia/Antena 3[184][185],1112,NA,27.3,22.6,4.5,0.9,NA,NA,NA,NA,NA,NA,NA,13.2,16.3,NA,4.7,NA,NA,NA
2015-08-23,Encuestamos[186],1500,NA,27.5,26,5.7,NA,NA,1.1,1.6,1.9,NA,NA,NA,8.6,19.4,2.1,1.5,NA,NA,NA
2015-08-16,TNS Demoscopia/Antena 3[187][188],1086,NA,27,22.9,4.5,0.8,NA,NA,NA,NA,NA,NA,NA,12.9,16.5,NA,4.1,NA,NA,NA
2015-08-11,Simple Lógica[189],1022,72.2,29.9,21.4,5.4,1.2,NA,NA,1,NA,NA,NA,NA,17.1,16.5,1.2,8.5,NA,NA,NA
2015-08-09,TNS Demoscopia/Antena 3[190][191],1080,NA,26.4,22.4,4.7,1,NA,NA,NA,NA,NA,NA,NA,13.4,16.8,NA,4,NA,NA,NA
2015-08-07,Celeste-Tel/eldiario.es[192],1100,66.3,31.4,27.6,4.6,0.8,NA,0.9,1.1,1.6,0.7,0.4,1.2,9.9,11.9,2,3.8,NA,NA,NA
2015-08-02,TNS Demoscopia/Antena 3[193],1075,NA,25.7,22.9,5,1.2,NA,NA,NA,NA,NA,NA,NA,13.6,16.9,NA,2.8,NA,NA,NA
2015-07-26,TNS Demoscopia/Antena 3[194][195],920,NA,26.8,23,4,1.2,NA,NA,NA,NA,NA,NA,NA,13.7,17.6,NA,3.8,NA,NA,NA
2015-07-24,Demoscopia Servicios/esRadio[196][197],1800,NA,30.5,25.1,3.3,0.7,NA,NA,NA,NA,NA,NA,NA,10.6,19.3,2.5,5.4,NA,NA,NA
2015-07-23,Sigma Dos/Mediaset[198][199],1800,NA,28.8,24.2,4.2,NA,NA,NA,1.3,2.1,NA,NA,NA,11.1,20.3,2.1,4.6,NA,NA,NA
2015-07-22,Metroscopia/El País[200],1000,72,23.1,23.5,5.6,0.3,NA,NA,NA,NA,NA,NA,NA,16,18.1,NA,0.4,NA,NA,NA
2015-07-20,Encuestamos[201],1450,NA,26,25.4,4.1,NA,NA,1,1.8,2.4,0.9,0.5,1.8,9.2,21.1,2.9,0.6,NA,NA,NA
2015-07-19,TNS Demoscopia/Antena 3[202][203],910,NA,27.1,22.6,2.9,0.8,NA,NA,NA,NA,NA,NA,NA,13.5,18.6,NA,4.5,NA,NA,NA
2015-07-16,NC Report[204],955,NA,31.7,24.8,4.5,NA,NA,NA,NA,NA,NA,NA,NA,11,12.3,NA,6.9,NA,NA,NA
2015-07-12,TNS Demoscopia/Antena 3[205],1000,NA,26.1,22.2,2.8,0.9,NA,NA,NA,NA,NA,NA,NA,13.6,19.1,NA,3.9,NA,NA,NA
2015-07-10,InvyMark/laSexta[206][207],1200,NA,27.7,23.3,2,0.2,NA,NA,1.4,2.8,NA,NA,NA,11.5,21.9,2.6,4.4,NA,NA,NA
2015-07-09,CIS[208][209][210],2486,NA,28.2,24.9,3.7,1.3,NA,1.1,1.3,2.1,0.7,0.4,1.2,11.1,15.7,3.3,3.3,NA,NA,NA
2015-07-09,Simple Lógica[211],1040,71.5,26.2,23.1,5.4,0.5,NA,NA,1,NA,NA,NA,NA,18.4,14.9,1.4,3.1,NA,NA,NA
2015-07-08,GAD3/ABC[212],1000,71,29.1,25.5,3.6,0.3,NA,1.3,1.2,2.3,0.6,0.6,0.9,12.1,15,2.7,3.6,NA,NA,NA
2015-07-07,Celeste-Tel/eldiario.es[213][214],1100,66,30.7,27.4,4.8,1,NA,0.9,1.1,1.7,0.7,0.4,1.2,10.2,13.3,1.8,3.3,NA,NA,NA
2015-07-05,TNS Demoscopia/Antena 3[215],NA,NA,26,22.8,2.9,0.8,NA,NA,NA,NA,NA,NA,NA,12.5,19.2,NA,3.2,NA,NA,NA
2015-07-02,Metroscopia/El País[216][217],1000,72,23,22.5,4,0.5,NA,NA,NA,NA,NA,NA,NA,15,21.5,NA,0.5,NA,NA,NA
2015-06-28,TNS Demoscopia/Antena 3[215],NA,NA,26.9,22.6,3,1.5,NA,NA,NA,NA,NA,NA,NA,11.7,19.3,NA,4.3,NA,NA,NA
2015-06-27,NC Report/La Razón[218][219],900,66.9,31.2,24.4,4.4,1.1,NA,1.1,1.2,1.8,0.5,0.3,1.5,11.6,12.5,2.2,6.8,NA,NA,NA
2015-06-26,InvyMark/laSexta[220][221],1200,NA,25.9,23,1.9,0.4,NA,NA,1.4,2.7,NA,NA,NA,13.2,23,2.6,2.9,NA,NA,NA
2015-06-26,Demoscopia Servicios/esRadio[222][223],1800,NA,29.2,24.4,2.8,0.6,2.6,1,1.2,1.6,0.4,0.7,0.7,11.8,20.2,NA,4.8,NA,NA,NA
2015-06-23,Encuestamos[224],1450,NA,25.7,25.2,4.3,NA,2.9,1.1,1.6,2.2,0.9,0.6,1.9,9.8,21.4,NA,0.5,NA,NA,NA
2015-06-21,TNS Demoscopia/Antena 3[215],NA,NA,26.6,22,3.3,1.9,NA,NA,NA,NA,NA,NA,NA,12.8,19.7,NA,4.6,NA,NA,NA
2015-06-19,JM&A/Público[225],NA,NA,26.8,22.7,3.9,0.6,NA,NA,NA,NA,NA,NA,NA,14.7,17.1,NA,3.3,NA,NA,NA
2015-06-17,Sigma Dos/Mediaset[226][227][228],1800,NA,27,26.1,4.1,NA,2.5,NA,1.5,2.5,NA,NA,NA,10.3,20.2,NA,0.9,NA,NA,NA
2015-06-14,TNS Demoscopia/Antena 3[229][230],1087,NA,23.8,21.1,4.4,1,NA,NA,NA,NA,NA,NA,NA,15.5,19.2,NA,2.7,NA,NA,NA
2015-06-10,Simple Lógica[211],1026,NA,23.8,19.4,4.1,0.6,1.3,NA,1.3,NA,NA,NA,NA,17.3,23.3,NA,0.5,NA,NA,NA
2015-06-06,NC Report/La Razón[231][232],900,66.6,29.7,24.2,4.9,1.4,2.5,1,1.3,1.9,0.5,0.3,1.4,11.6,12.1,NA,5.5,NA,NA,NA
2015-06-05,Celeste-Tel/eldiario.es[233][234],1100,65.9,30.1,27.2,4.7,1,2.6,1,1.1,1.9,0.7,0.4,1.3,10.5,13.2,NA,2.9,NA,NA,NA
2015-06-02,Metroscopia/El País[235][236],2000,72,24.5,23,4.1,0.4,NA,NA,NA,NA,NA,NA,NA,13,21.5,NA,1.5,NA,NA,NA
2015-05-29,InvyMark/laSexta[237][238],1200,NA,25.4,22,2.5,0.8,2.6,NA,1.4,2.8,NA,NA,NA,15.2,21.9,NA,3.4,NA,NA,NA
2015-05-24,2015 local elections,NA,64.8,27,25,4.9,1,3,1.4,1.6,2.3,0.8,0.7,1.7,6.6,NA,NA,2,NA,NA,NA
2015-05-18,JM&A/Público[239],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-13,JM&A/Público[240],NA,65.3,25.7,22.4,3.7,0.6,NA,NA,NA,NA,NA,NA,NA,15.3,17.7,NA,3.3,NA,NA,NA
2015-05-12,Simple Lógica[211],1064,NA,25.9,19.2,3.9,1.7,2,NA,1.3,NA,NA,NA,NA,18.9,18.6,NA,6.7,NA,NA,NA
